LevelID,Status,Density,Quality,TimeMS
1,PERFECT,100%,,3
2,PERFECT,100%,,52
3,PERFECT,100%,,51
4,PERFECT,100%,,104
5,PERFECT,100%,,102
6,PERFECT,100%,,151
7,PERFECT,100%,,155
8,PERFECT,100%,,210
9,PERFECT,100%,,154
10,PERFECT,100%,,325
11,PERFECT,100%, | QUALITY: DUPE:ALTO,369
12,PERFECT,100%,,365
13,PERFECT,100%,,582
14,PERFECT,100%,,153
15,PERFECT,100%,,330
100,PERFECT,100%,,207
